real_ddG,predicted_ddG,index,set,Inner_Fold,Outer_Fold
-12.728371,-10.684396,27,Validation,Mean,Mean
-12.728371,-10.749008,28,Training,Mean,Mean
-12.728371,-12.11422,28,Validation,Mean,Mean
-14.662326,-11.37659,29,Training,Mean,Mean
-14.662326,-10.625037,29,Validation,Mean,Mean
-11.591216,-10.494248,30,Training,Mean,Mean
-11.591216,-12.486617,30,Validation,Mean,Mean
-11.157184,-11.079181,31,Training,Mean,Mean
-11.157184,-10.470755,31,Validation,Mean,Mean
-12.728371,-10.91134,32,Training,Mean,Mean
-12.728371,-10.637954,32,Validation,Mean,Mean
-10.147977,-11.510625,33,Training,Mean,Mean
-10.147977,-11.950592,33,Validation,Mean,Mean
-2.951785,-3.391897,34,Training,Mean,Mean
-2.951785,-4.7011313,34,Validation,Mean,Mean
-5.05872,-5.1399913,35,Training,Mean,Mean
-5.05872,-4.854022,35,Validation,Mean,Mean
-3.2465277,-2.4822583,36,Training,Mean,Mean
-3.2465277,-3.5897157,36,Validation,Mean,Mean
-5.182881,-4.52519,37,Training,Mean,Mean
-5.182881,-4.4279556,37,Validation,Mean,Mean
-5.8907046,-6.37677,38,Training,Mean,Mean
-5.8907046,-7.059871,38,Validation,Mean,Mean
-3.322972,-3.6781576,39,Training,Mean,Mean
-3.3229718,-4.8090115,39,Validation,Mean,Mean
-8.621035,-8.595802,40,Training,Mean,Mean
-8.621035,-7.8136907,40,Validation,Mean,Mean
-11.103833,-9.597875,41,Training,Mean,Mean
-11.103833,-10.299812,41,Validation,Mean,Mean
-8.010414,-8.69209,42,Training,Mean,Mean
-8.010414,-7.7836986,42,Validation,Mean,Mean
11.243289,8.885488,43,Training,Mean,Mean
11.243289,8.833037,43,Validation,Mean,Mean
-12.074589,-11.292867,44,Training,Mean,Mean
-12.074589,-10.462089,44,Validation,Mean,Mean
9.081853,8.399872,45,Training,Mean,Mean
9.081853,7.2906795,45,Validation,Mean,Mean
-10.152485,-8.154804,46,Training,Mean,Mean
-10.152485,-10.929362,46,Validation,Mean,Mean
-5.9894924,-8.46666,47,Training,Mean,Mean
-5.9894924,-10.030939,47,Validation,Mean,Mean
-8.761648,-7.6691003,48,Training,Mean,Mean
-8.761648,-11.434255,48,Validation,Mean,Mean
-9.234157,-8.692206,49,Training,Mean,Mean
-9.234157,-6.810687,49,Validation,Mean,Mean
-5.6814446,-6.932493,50,Training,Mean,Mean
-5.681445,-10.537826,50,Validation,Mean,Mean
9.234157,6.132546,51,Training,Mean,Mean
9.234157,6.2516594,51,Validation,Mean,Mean
9.234157,7.112231,52,Training,Mean,Mean
9.234157,6.8632307,52,Validation,Mean,Mean
9.234157,6.565623,53,Training,Mean,Mean
9.234157,6.1440673,53,Validation,Mean,Mean
9.809491,8.880927,54,Training,Mean,Mean
9.809491,8.541496,54,Validation,Mean,Mean
-9.234157,-10.780002,55,Training,Mean,Mean
-9.234157,-10.899281,55,Validation,Mean,Mean
-11.965903,-10.778815,56,Test,Mean,Mean
-8.761648,-10.302948,57,Test,Mean,Mean
-13.906964,-10.856163,58,Training,Mean,Mean
-13.906964,-8.03693,58,Validation,Mean,Mean
-6.399971,-8.516887,59,Training,Mean,Mean
-6.399971,-9.98086,59,Validation,Mean,Mean
-9.809491,-6.7663274,60,Training,Mean,Mean
-9.809491,-7.525414,60,Validation,Mean,Mean
-9.809491,-8.569984,61,Training,Mean,Mean
-9.809491,-7.400899,61,Validation,Mean,Mean
-8.360079,-7.352349,62,Training,Mean,Mean
-8.360079,-8.136344,62,Validation,Mean,Mean
-9.234157,-8.195729,63,Training,Mean,Mean
-9.234157,-8.093659,63,Validation,Mean,Mean
-7.1680436,-8.69392,64,Training,Mean,Mean
-7.168044,-7.5370526,64,Validation,Mean,Mean
-9.809491,-7.6508675,65,Training,Mean,Mean
-9.809491,-7.085986,65,Validation,Mean,Mean
-7.0493245,-7.4874587,66,Training,Mean,Mean
-7.0493245,-8.619847,66,Validation,Mean,Mean
-2.5376084,-2.5065114,67,Training,Mean,Mean
-2.5376084,-5.742894,67,Validation,Mean,Mean
-7.573369,-5.575674,68,Test,Mean,Mean
-2.6046152,-2.975568,69,Training,Mean,Mean
-2.6046152,-3.7848208,69,Validation,Mean,Mean
-8.131989,-7.284572,70,Training,Mean,Mean
-8.131989,-6.419867,70,Validation,Mean,Mean
-11.391156,-9.007104,71,Training,Mean,Mean
-11.391156,-8.155771,71,Validation,Mean,Mean
-8.412317,-7.787516,72,Training,Mean,Mean
-8.412317,-6.871611,72,Validation,Mean,Mean
-10.373469,-7.812612,73,Training,Mean,Mean
-10.373469,-7.625879,73,Validation,Mean,Mean
-9.647698,-12.276244,74,Test,Mean,Mean
-9.081853,-9.1701975,75,Training,Mean,Mean
-9.081853,-9.004433,75,Validation,Mean,Mean
-7.2991705,-6.8914185,76,Test,Mean,Mean
-10.547015,-8.753753,77,Training,Mean,Mean
-10.547015,-8.184281,77,Validation,Mean,Mean
-8.839217,-7.900439,78,Test,Mean,Mean
-14.393231,-11.859238,79,Training,Mean,Mean
-14.393232,-13.138828,79,Validation,Mean,Mean
-5.182881,-6.6328645,80,Training,Mean,Mean
-5.182881,-8.659701,80,Validation,Mean,Mean
-8.617138,-7.992405,81,Training,Mean,Mean
-8.617138,-11.0263,81,Validation,Mean,Mean
-12.728371,-10.701256,82,Training,Mean,Mean
-12.728371,-12.496137,82,Validation,Mean,Mean
-14.662326,-11.519765,83,Training,Mean,Mean
-14.662326,-10.283625,83,Validation,Mean,Mean
-10.780248,-11.207071,84,Test,Mean,Mean
-6.516863,-4.85714,85,Training,Mean,Mean
-6.516863,-2.8260646,85,Validation,Mean,Mean
7.29917,7.550121,86,Training,Mean,Mean
7.2991705,9.10319,86,Validation,Mean,Mean
-5.269798,-6.123541,87,Training,Mean,Mean
-5.269798,-7.895232,87,Validation,Mean,Mean
9.647698,8.046775,88,Training,Mean,Mean
9.647698,7.6280513,88,Validation,Mean,Mean
-8.010414,-7.1119485,89,Training,Mean,Mean
-8.010414,-6.628236,89,Validation,Mean,Mean
8.222192,7.4497476,90,Training,Mean,Mean
8.222192,7.4586277,90,Validation,Mean,Mean
-6.8209686,-5.1042747,91,Test,Mean,Mean
-3.0970547,-3.2574272,92,Training,Mean,Mean
-3.0970547,-2.3874424,92,Validation,Mean,Mean
9.185591,7.3212357,93,Training,Mean,Mean
9.185591,6.7813373,93,Validation,Mean,Mean
-5.269798,-5.506744,94,Training,Mean,Mean
-5.269798,-7.2765346,94,Validation,Mean,Mean
7.5733695,7.505797,95,Training,Mean,Mean
7.573369,6.5812516,95,Validation,Mean,Mean
-6.3323684,-5.8451476,96,Training,Mean,Mean
-6.3323684,-4.69973,96,Validation,Mean,Mean
-3.514787,-5.157562,97,Test,Mean,Mean
6.227926,7.9961343,98,Training,Mean,Mean
6.227926,7.677041,98,Validation,Mean,Mean
7.5733695,6.637335,99,Training,Mean,Mean
7.573369,8.578208,99,Validation,Mean,Mean
-7.049818,-6.933366,100,Test,Mean,Mean
7.049818,7.558064,101,Training,Mean,Mean
7.049818,8.991252,101,Validation,Mean,Mean
9.081853,8.404557,102,Training,Mean,Mean
9.081853,8.039238,102,Validation,Mean,Mean
-6.7501397,-7.91274,103,Training,Mean,Mean
-6.7501397,-7.3647714,103,Validation,Mean,Mean
-7.911209,-5.681479,104,Training,Mean,Mean
-7.911209,-5.9009676,104,Validation,Mean,Mean
-7.911209,-7.921144,105,Training,Mean,Mean
-7.911209,-8.122776,105,Validation,Mean,Mean
-8.208399,-7.541387,106,Training,Mean,Mean
-8.208399,-9.148349,106,Validation,Mean,Mean
-6.9499965,-7.9571958,107,Training,Mean,Mean
-6.9499965,-8.119301,107,Validation,Mean,Mean
-7.911209,-8.374347,108,Test,Mean,Mean
-7.1635184,-7.727716,109,Training,Mean,Mean
-7.1635184,-9.241625,109,Validation,Mean,Mean
6.7501397,4.475422,110,Training,Mean,Mean
6.7501397,2.3121252,110,Validation,Mean,Mean
7.1635184,8.199393,111,Training,Mean,Mean
7.1635184,4.7659287,111,Validation,Mean,Mean
8.538893,6.109758,112,Training,Mean,Mean
8.538893,7.5957556,112,Validation,Mean,Mean
6.2163453,6.147418,113,Test,Mean,Mean
6.5621734,5.644427,114,Training,Mean,Mean
6.562173,6.746336,114,Validation,Mean,Mean
6.7501397,5.2451158,115,Training,Mean,Mean
6.7501397,1.4217364,115,Validation,Mean,Mean
6.5621734,5.7043147,116,Training,Mean,Mean
6.562173,7.9105997,116,Validation,Mean,Mean
-11.243289,-10.461033,117,Test,Mean,Mean
-14.222214,-9.133706,118,Training,Mean,Mean
-14.222214,-8.591254,118,Validation,Mean,Mean
-10.456662,-9.068267,119,Training,Mean,Mean
-10.456662,-11.05066,119,Validation,Mean,Mean
7.2991705,8.615448,120,Test,Mean,Mean
7.5733695,7.770954,121,Training,Mean,Mean
7.573369,9.17785,121,Validation,Mean,Mean
2.0416784,7.63133,122,Test,Mean,Mean
-11.200126,-9.421234,123,Training,Mean,Mean
-11.200126,-8.947221,123,Validation,Mean,Mean
-9.485906,-9.75995,124,Training,Mean,Mean
-9.485906,-9.068877,124,Validation,Mean,Mean
-10.199505,-9.758065,125,Training,Mean,Mean
-10.199505,-8.841016,125,Validation,Mean,Mean
-6.3323684,-6.6640973,126,Training,Mean,Mean
-6.3323684,-6.2833695,126,Validation,Mean,Mean
-8.538893,-9.070504,127,Test,Mean,Mean
-7.0493245,-6.191011,128,Training,Mean,Mean
-7.0493245,-5.9533534,128,Validation,Mean,Mean
-11.582187,-8.732115,129,Training,Mean,Mean
-11.582187,-7.4061065,129,Validation,Mean,Mean
-9.809491,-10.731182,130,Training,Mean,Mean
-9.809491,-14.361181,130,Validation,Mean,Mean
-9.234157,-6.7860055,131,Training,Mean,Mean
-9.234157,-7.362744,131,Validation,Mean,Mean
-11.200126,-11.102893,132,Training,Mean,Mean
-11.200126,-9.237967,132,Validation,Mean,Mean
-13.34199,-10.736751,133,Training,Mean,Mean
-13.34199,-11.453344,133,Validation,Mean,Mean
-12.901878,-10.492457,134,Training,Mean,Mean
-12.901878,-11.23226,134,Validation,Mean,Mean
-12.901878,-11.217193,135,Training,Mean,Mean
-12.901878,-9.622539,135,Validation,Mean,Mean
-11.582187,-10.410381,136,Training,Mean,Mean
-11.582187,-12.486674,136,Validation,Mean,Mean
-9.809491,-10.2551,137,Training,Mean,Mean
-9.809491,-12.494165,137,Validation,Mean,Mean
-11.013371,-11.096869,138,Test,Mean,Mean
-11.200126,-10.784018,139,Test,Mean,Mean
-11.200126,-11.0486,140,Test,Mean,Mean
-11.582187,-10.4850445,141,Training,Mean,Mean
-11.582187,-11.343449,141,Validation,Mean,Mean
-9.234157,-8.425117,142,Training,Mean,Mean
-9.234157,-7.0122237,142,Validation,Mean,Mean
-3.1565387,-6.533989,143,Training,Mean,Mean
-3.1565387,-6.628197,143,Validation,Mean,Mean
-10.199505,-9.106581,144,Training,Mean,Mean
-10.199505,-8.551251,144,Validation,Mean,Mean
-9.485906,-9.645134,145,Test,Mean,Mean
-12.901878,-9.497647,146,Training,Mean,Mean
-12.901878,-10.764036,146,Validation,Mean,Mean
-11.200126,-8.926547,147,Training,Mean,Mean
-11.200126,-9.513247,147,Validation,Mean,Mean
-6.6005898,-8.813945,148,Training,Mean,Mean
-6.6005898,-9.529762,148,Validation,Mean,Mean
-9.817585,-9.280351,149,Training,Mean,Mean
-9.817585,-10.877568,149,Validation,Mean,Mean
-11.200126,-9.936625,150,Training,Mean,Mean
-11.200126,-10.118493,150,Validation,Mean,Mean
-9.485906,-9.820109,151,Test,Mean,Mean
-12.346309,-10.578343,152,Training,Mean,Mean
-12.346309,-8.893085,152,Validation,Mean,Mean
-9.485906,-9.390593,153,Test,Mean,Mean
-11.582187,-10.247323,154,Training,Mean,Mean
-11.582187,-9.810294,154,Validation,Mean,Mean
-11.582187,-10.298195,155,Training,Mean,Mean
-11.582187,-9.99142,155,Validation,Mean,Mean
-11.200126,-9.479159,156,Training,Mean,Mean
-11.200126,-9.681272,156,Validation,Mean,Mean
-4.660579,-5.365314,157,Training,Mean,Mean
-4.660579,-8.088843,157,Validation,Mean,Mean
-14.662326,-12.125245,158,Training,Mean,Mean
-14.662326,-9.205908,158,Validation,Mean,Mean
-12.728371,-12.194188,159,Training,Mean,Mean
-12.728371,-9.298796,159,Validation,Mean,Mean
-10.780248,-11.615895,160,Training,Mean,Mean
-10.780248,-11.6843605,160,Validation,Mean,Mean
-11.591216,-11.783608,161,Test,Mean,Mean
-14.662326,-12.449181,162,Training,Mean,Mean
-14.662326,-11.628864,162,Validation,Mean,Mean
-12.728371,-12.369321,163,Training,Mean,Mean
-12.728371,-12.380622,163,Validation,Mean,Mean
-11.591216,-12.3026495,164,Training,Mean,Mean
-11.591216,-9.265858,164,Validation,Mean,Mean
-14.662326,-12.689251,165,Training,Mean,Mean
-14.662326,-10.942307,165,Validation,Mean,Mean
-14.662326,-12.452298,166,Training,Mean,Mean
-14.662326,-12.096006,166,Validation,Mean,Mean
-4.5566273,-5.9903655,167,Training,Mean,Mean
-4.5566273,-7.8678164,167,Validation,Mean,Mean
-2.809536,-5.911335,168,Training,Mean,Mean
-2.809536,-10.543886,168,Validation,Mean,Mean
-7.8782945,-5.380623,169,Test,Mean,Mean
-5.8907046,-5.2058473,170,Training,Mean,Mean
-5.8907046,-3.520211,170,Validation,Mean,Mean
-14.222214,-9.087668,171,Test,Mean,Mean
-14.222214,-9.209072,172,Test,Mean,Mean
-8.911627,-9.409096,173,Training,Mean,Mean
-8.911627,-9.138291,173,Validation,Mean,Mean
-9.8433695,-9.472317,174,Training,Mean,Mean
-9.8433695,-9.008388,174,Validation,Mean,Mean
-9.8433695,-10.072444,175,Training,Mean,Mean
-9.8433695,-12.908218,175,Validation,Mean,Mean
-10.456662,-9.691781,176,Training,Mean,Mean
-10.456662,-8.378073,176,Validation,Mean,Mean
-8.911627,-9.481045,177,Test,Mean,Mean
-11.243289,-11.4133215,178,Training,Mean,Mean
-11.243289,-10.509833,178,Validation,Mean,Mean
-12.346309,-9.308448,179,Test,Mean,Mean
-6.9499965,-7.9384274,180,Training,Mean,Mean
-6.9499965,-8.907517,180,Validation,Mean,Mean
-8.402198,-8.85561,181,Training,Mean,Mean
-8.402198,-12.019069,181,Validation,Mean,Mean
-6.498485,-9.106223,182,Training,Mean,Mean
-6.498485,-11.408056,182,Validation,Mean,Mean
-9.8433695,-9.098882,183,Training,Mean,Mean
-9.8433695,-8.904958,183,Validation,Mean,Mean
-3.9083436,-7.038023,184,Training,Mean,Mean
-3.9083438,-7.8969493,184,Validation,Mean,Mean
-8.803132,-10.702112,185,Test,Mean,Mean
7.911209,6.436252,186,Training,Mean,Mean
7.911209,5.3525543,186,Validation,Mean,Mean
7.6409483,6.524737,187,Test,Mean,Mean
7.1635184,7.135735,188,Training,Mean,Mean
7.1635184,7.448415,188,Validation,Mean,Mean
8.538893,7.680211,189,Test,Mean,Mean
7.640948,6.8474746,190,Training,Mean,Mean
7.6409483,8.965217,190,Validation,Mean,Mean
6.7501397,5.9062214,191,Training,Mean,Mean
6.7501397,5.9828405,191,Validation,Mean,Mean
8.538893,6.759861,192,Training,Mean,Mean
8.538893,4.62447,192,Validation,Mean,Mean
7.1635184,6.5076313,193,Training,Mean,Mean
7.1635184,6.532609,193,Validation,Mean,Mean
6.9499965,6.781014,194,Training,Mean,Mean
6.9499965,7.591603,194,Validation,Mean,Mean
5.90357,7.4033318,195,Training,Mean,Mean
5.90357,6.9195023,195,Validation,Mean,Mean
-13.121934,-9.002892,196,Training,Mean,Mean
-13.121934,-9.487954,196,Validation,Mean,Mean
-4.019613,-6.362925,197,Training,Mean,Mean
-4.019613,-4.2989054,197,Validation,Mean,Mean
-2.8574555,-6.549994,198,Training,Mean,Mean
-2.8574557,-5.7978044,198,Validation,Mean,Mean
-11.391156,-8.156936,199,Training,Mean,Mean
-11.391156,-8.817798,199,Validation,Mean,Mean
-11.582187,-10.627245,200,Test,Mean,Mean
-9.081853,-7.9974117,201,Training,Mean,Mean
-9.081853,-6.9852247,201,Validation,Mean,Mean
-13.121934,-11.915965,202,Training,Mean,Mean
-13.121934,-14.379435,202,Validation,Mean,Mean
-13.121934,-8.687124,203,Training,Mean,Mean
-13.121934,-7.7945857,203,Validation,Mean,Mean
-13.121934,-10.680867,204,Training,Mean,Mean
-13.121934,-9.429335,204,Validation,Mean,Mean
-11.582187,-9.142089,205,Training,Mean,Mean
-11.582187,-10.262387,205,Validation,Mean,Mean
-9.809491,-8.935871,206,Test,Mean,Mean
-9.234157,-7.101532,207,Training,Mean,Mean
-9.234157,-5.989477,207,Validation,Mean,Mean
-10.373469,-8.953941,208,Training,Mean,Mean
-10.373469,-7.6216583,208,Validation,Mean,Mean
-10.547433,-6.918707,209,Test,Mean,Mean
-8.010414,-8.452149,210,Training,Mean,Mean
-8.010414,-7.650732,210,Validation,Mean,Mean
-2.657753,-3.8904145,211,Training,Mean,Mean
-2.657753,-2.8228483,211,Validation,Mean,Mean
-11.391156,-8.322139,212,Test,Mean,Mean
-4.019613,-4.9226418,213,Training,Mean,Mean
-4.019613,-5.8781996,213,Validation,Mean,Mean
-3.210377,-4.643986,214,Training,Mean,Mean
-3.210377,-5.167977,214,Validation,Mean,Mean
-4.8476205,-5.092973,215,Training,Mean,Mean
-4.8476205,-4.181165,215,Validation,Mean,Mean
-4.6817904,-4.5046873,216,Training,Mean,Mean
-4.6817904,-5.561714,216,Validation,Mean,Mean
-6.2872977,-6.663609,217,Training,Mean,Mean
-6.2872972,-6.1210685,217,Validation,Mean,Mean
-4.9047456,-4.0617094,218,Training,Mean,Mean
-4.9047456,-3.2598572,218,Validation,Mean,Mean
-4.421898,-3.3919482,219,Test,Mean,Mean
-6.825751,-5.646784,220,Training,Mean,Mean
-6.825751,-5.41331,220,Validation,Mean,Mean
-4.5000463,-3.3096685,221,Training,Mean,Mean
-4.5000463,-3.383478,221,Validation,Mean,Mean
-9.647698,-8.371396,222,Training,Mean,Mean
-9.647698,-6.825036,222,Validation,Mean,Mean
-9.647698,-8.160676,223,Training,Mean,Mean
-9.647698,-7.779105,223,Validation,Mean,Mean
-9.081853,-8.058656,224,Training,Mean,Mean
-9.081853,-7.661216,224,Validation,Mean,Mean
-6.8209686,-7.813998,225,Test,Mean,Mean
-9.647698,-7.0029707,226,Test,Mean,Mean
7.29917,6.638598,227,Training,Mean,Mean
7.2991705,6.3326273,227,Validation,Mean,Mean
5.8907046,6.842384,228,Training,Mean,Mean
5.8907046,6.1290045,228,Validation,Mean,Mean
-5.0932493,-4.7154403,229,Training,Mean,Mean
-5.0932493,9.19176,229,Validation,Mean,Mean
-10.373469,-8.040513,230,Test,Mean,Mean
-13.121934,-8.821071,231,Training,Mean,Mean
-13.121934,-10.015668,231,Validation,Mean,Mean
-11.582187,-9.287675,232,Training,Mean,Mean
-11.582187,-7.6645994,232,Validation,Mean,Mean
-8.617138,-7.715136,233,Training,Mean,Mean
-8.617138,-9.618747,233,Validation,Mean,Mean
-6.4123206,-6.9010696,234,Training,Mean,Mean
-6.4123206,-6.3827353,234,Validation,Mean,Mean
-7.5733695,-7.849954,235,Training,Mean,Mean
-7.573369,-9.287774,235,Validation,Mean,Mean
6.609324,6.4947557,236,Test,Mean,Mean
-8.575752,-8.059837,237,Training,Mean,Mean
-8.575752,-8.024045,237,Validation,Mean,Mean
9.647698,8.503275,238,Training,Mean,Mean
9.647698,7.7392306,238,Validation,Mean,Mean
8.222192,8.369796,239,Test,Mean,Mean
6.227926,7.523935,240,Training,Mean,Mean
6.227926,8.427906,240,Validation,Mean,Mean
7.29917,7.275997,241,Training,Mean,Mean
7.2991705,6.6770763,241,Validation,Mean,Mean
10.373469,7.1030717,242,Training,Mean,Mean
10.373469,5.6841736,242,Validation,Mean,Mean
4.398601,6.4580765,243,Training,Mean,Mean
4.398601,7.913172,243,Validation,Mean,Mean
6.4123206,7.6318407,244,Test,Mean,Mean
7.29917,6.044583,245,Training,Mean,Mean
7.2991705,7.9307895,245,Validation,Mean,Mean
10.373469,5.727106,246,Test,Mean,Mean
-6.8170114,-7.506726,247,Training,Mean,Mean
-6.8170114,-0.09953147,247,Validation,Mean,Mean
7.2991705,5.2094193,248,Test,Mean,Mean
7.049818,7.389662,249,Training,Mean,Mean
7.049818,4.1771007,249,Validation,Mean,Mean
6.8209686,8.371887,250,Training,Mean,Mean
6.8209686,6.1629915,250,Validation,Mean,Mean
7.573369,8.200349,251,Test,Mean,Mean
-7.5733695,-5.054458,252,Training,Mean,Mean
-7.573369,-4.5764184,252,Validation,Mean,Mean
-11.582187,-7.0175967,253,Test,Mean,Mean
9.647698,9.515414,254,Training,Mean,Mean
9.647698,6.219331,254,Validation,Mean,Mean
-14.256616,-12.498413,255,Training,Mean,Mean
-14.256616,-10.699454,255,Validation,Mean,Mean
11.243289,7.892355,256,Test,Mean,Mean
11.391156,10.604974,259,Training,Mean,Mean
11.391156,11.746683,259,Validation,Mean,Mean
6.384642,1.0116808,262,Training,Mean,Mean
6.3846426,-10.018866,262,Validation,Mean,Mean
5.44685,4.7388587,263,Training,Mean,Mean
5.44685,-4.6365447,263,Validation,Mean,Mean
7.049818,6.9716034,264,Training,Mean,Mean
7.049818,7.552553,264,Validation,Mean,Mean
-13.906964,-13.8439865,265,Training,Mean,Mean
-13.906964,-12.477056,265,Validation,Mean,Mean
8.911627,6.3532667,266,Test,Mean,Mean
7.640948,7.6823688,267,Training,Mean,Mean
7.6409483,5.493413,267,Validation,Mean,Mean
8.208399,8.3738985,268,Training,Mean,Mean
8.208399,9.347343,268,Validation,Mean,Mean
8.538893,6.4889007,269,Training,Mean,Mean
8.538893,3.0001264,269,Validation,Mean,Mean
8.911627,6.3310275,270,Test,Mean,Mean
8.208399,7.5454164,271,Training,Mean,Mean
8.208399,8.143079,271,Validation,Mean,Mean
8.911627,7.484859,272,Training,Mean,Mean
8.911627,4.0552855,272,Validation,Mean,Mean
8.208399,6.331027,273,Test,Mean,Mean
7.911209,8.022768,274,Test,Mean,Mean
8.208399,8.860686,275,Training,Mean,Mean
8.208399,8.597175,275,Validation,Mean,Mean
8.538893,8.671395,276,Training,Mean,Mean
8.538893,8.761468,276,Validation,Mean,Mean
7.911209,8.062762,277,Training,Mean,Mean
7.911209,9.118492,277,Validation,Mean,Mean
8.911627,8.366257,278,Training,Mean,Mean
8.911627,6.7403364,278,Validation,Mean,Mean
8.538893,9.883915,279,Training,Mean,Mean
8.538893,8.948353,279,Validation,Mean,Mean
8.538893,9.125392,280,Training,Mean,Mean
8.538893,8.603414,280,Validation,Mean,Mean
8.719284,8.7888565,281,Test,Mean,Mean
8.538893,8.169994,282,Training,Mean,Mean
8.538893,12.716417,282,Validation,Mean,Mean
8.538893,8.08751,283,Training,Mean,Mean
8.538893,12.76925,283,Validation,Mean,Mean
9.339688,9.304389,284,Training,Mean,Mean
9.339688,8.872569,284,Validation,Mean,Mean
8.911627,9.204085,285,Training,Mean,Mean
8.911627,9.178828,285,Validation,Mean,Mean
8.208399,8.762124,286,Training,Mean,Mean
8.208399,8.869053,286,Validation,Mean,Mean
2.8103402,3.1009464,287,Training,Mean,Mean
2.8103404,5.124739,287,Validation,Mean,Mean
1.0335548,2.5281515,288,Training,Mean,Mean
1.0335548,3.007941,288,Validation,Mean,Mean
8.208399,3.0367372,289,Test,Mean,Mean
3.7247381,5.7252192,290,Training,Mean,Mean
3.7247381,5.5946517,290,Validation,Mean,Mean
-14.222214,-10.879288,291,Training,Mean,Mean
-14.222214,-9.253112,291,Validation,Mean,Mean
-15.60011,-13.067833,292,Training,Mean,Mean
-15.600111,-10.332788,292,Validation,Mean,Mean
-5.8978305,-9.906943,293,Training,Mean,Mean
-5.8978305,-7.0705056,293,Validation,Mean,Mean
9.985035,8.607451,294,Training,Mean,Mean
9.985035,7.8024483,294,Validation,Mean,Mean
-6.7501397,-7.373243,295,Training,Mean,Mean
-6.7501397,-9.2171545,295,Validation,Mean,Mean
-11.850297,-11.153111,296,Training,Mean,Mean
-11.850297,-11.024316,296,Validation,Mean,Mean
-9.234157,-9.338478,298,Training,Mean,Mean
-9.234157,-9.420105,298,Validation,Mean,Mean
-9.809491,-10.129827,299,Training,Mean,Mean
-9.809491,-11.341262,299,Validation,Mean,Mean
-10.547433,-9.696759,300,Training,Mean,Mean
-10.547433,-8.101303,300,Validation,Mean,Mean
-8.911627,-9.121501,301,Training,Mean,Mean
-8.911627,-9.754073,301,Validation,Mean,Mean
-9.809491,-9.154659,302,Test,Mean,Mean
-12.982928,-12.047907,303,Test,Mean,Mean
11.391156,9.125306,304,Training,Mean,Mean
11.391156,7.879438,304,Validation,Mean,Mean
-8.28646,-8.502437,305,Training,Mean,Mean
-8.28646,-7.7297697,305,Validation,Mean,Mean
-12.346309,-10.89989,306,Training,Mean,Mean
-12.346309,-12.277641,306,Validation,Mean,Mean
11.366405,10.792333,307,Training,Mean,Mean
11.366404,4.7693577,307,Validation,Mean,Mean
9.860089,10.090145,308,Training,Mean,Mean
9.860089,11.095469,308,Validation,Mean,Mean
10.78479,10.10904,309,Training,Mean,Mean
10.78479,7.469656,309,Validation,Mean,Mean
-14.256616,-10.792171,310,Training,Mean,Mean
-14.256616,-10.720646,310,Validation,Mean,Mean
-11.243289,-9.206302,311,Training,Mean,Mean
-11.243289,-10.148233,311,Validation,Mean,Mean
8.222192,8.591544,312,Test,Mean,Mean
-12.982928,-11.689265,313,Training,Mean,Mean
-12.982928,-10.893219,313,Validation,Mean,Mean
4.823849,7.9389267,314,Training,Mean,Mean
4.823849,10.272635,314,Validation,Mean,Mean
-11.366404,-11.641832,315,Test,Mean,Mean
-9.809491,-10.13828,316,Training,Mean,Mean
-9.809491,-7.807959,316,Validation,Mean,Mean
5.7354274,6.495924,317,Training,Mean,Mean
5.7354274,5.9329147,317,Validation,Mean,Mean
-8.538893,-8.52081,318,Training,Mean,Mean
-8.538893,-8.84673,318,Validation,Mean,Mean
-8.645655,-12.815072,319,Test,Mean,Mean
12.074589,11.137997,320,Training,Mean,Mean
12.074589,6.3652315,320,Validation,Mean,Mean
-10.456662,-9.034503,321,Training,Mean,Mean
-10.456662,-9.896818,321,Validation,Mean,Mean
-14.634608,-12.177186,322,Training,Mean,Mean
-14.634608,-12.473156,322,Validation,Mean,Mean
-7.828552,-7.809702,323,Training,Mean,Mean
-7.828552,-7.747497,323,Validation,Mean,Mean
-10.757191,-8.934153,324,Training,Mean,Mean
-10.757191,-6.8506603,324,Validation,Mean,Mean
-8.645655,-8.06645,325,Training,Mean,Mean
-8.645655,-9.68093,325,Validation,Mean,Mean
-8.970435,-8.254674,326,Training,Mean,Mean
-8.970435,-7.0289893,326,Validation,Mean,Mean
-10.757191,-10.702933,327,Training,Mean,Mean
-10.757191,-13.963859,327,Validation,Mean,Mean
-11.366405,-9.544047,328,Training,Mean,Mean
-11.366404,-13.089846,328,Validation,Mean,Mean
-9.860089,-9.517044,329,Training,Mean,Mean
-9.860089,-9.95701,329,Validation,Mean,Mean
-9.738947,-9.626441,330,Training,Mean,Mean
-9.738947,-11.846763,330,Validation,Mean,Mean
-7.828552,-8.329831,331,Training,Mean,Mean
-7.828552,-7.902238,331,Validation,Mean,Mean
-10.206749,-8.2436495,332,Test,Mean,Mean
-13.492493,-12.312099,333,Training,Mean,Mean
-13.492493,-11.155294,333,Validation,Mean,Mean
-12.287072,-11.740163,334,Training,Mean,Mean
-12.287072,-13.560096,334,Validation,Mean,Mean
-9.738947,-10.180795,335,Training,Mean,Mean
-9.738947,-11.060144,335,Validation,Mean,Mean
-9.738947,-9.655958,336,Training,Mean,Mean
-9.738947,-9.924118,336,Validation,Mean,Mean
-10.757191,-8.932899,337,Training,Mean,Mean
